"id","promotion","tri","nom","prenom","sexe","titre","notBefore","notAfter","authorKey","authorRef","ppn_position","ppn_these","an_these"
"199606","1996","cedelle","Cédelle","Laure","2","La Conciergerie, une prison pendant la Révolution (1789-1793)","1789","1793","199606_cedelle","","","",""
"199607","1996","cerisier","Cerisier","Alban","1","Les clubs de livres dans l’édition française, de 1946 à la fin des années 1960","1946","1960","199607_cerisier","","","",""
"199608","1996","claus","Claus","Sylvie","2","Religion, pouvoir et sociabilité : les confréries parisiennes aux derniers siècles du Moyen_Âge","1200","1499","199608_claus","","","",""
"199609","1996","combeau","Combeau","Yves","1","Le comte d’Argenson (1696-1764), ministre de Louis_XV","1696","1764","199609_combeau","","","",""
"199610","1996","cras","Cras-Kleiber","Sophie","2","L’exploitation de l’Opéra de Paris sous la monarchie_de_Juillet","1830","1848","199610_cras","","","",""
"199611","1996","cunnac","Cunnac","Sandrine","2","De grands barons dans le royaume de Sicile : les Sanseverino, comtes de Tricarico, princes de Bisignano (1309-1486)","1309","1486","199611_cunnac","","","",""
"199612","1996","delatour","Delatour","Jérôme","1","Les frères Dupuy (1582-1656)","1582","1656","199612_delatour","","","",""
"199613","1996","delmas","Delmas","Catherine","2","La Monnaie des médailles sous la direction de Vivant_Denon (1802-1815)","1802","1815","199613_delmas","","","",""
"199614","1996","desachy","Desachy","Mathieu","1","Le chapitre cathédral de Rodez (v. 1350-v. 1450)","1350","1450","199614_desachy","","","",""
"199615","1996","franque","Franque-Bourgeois","Élise","2","Maurice_Genevoix : la genèse d’un écrivain. Correspondance familiale et amicale, carnets de guerre (5 août 1914-25 avril 1915)","1914","1915","199615_franque","","","",""
"199616","1996","gibiat","Gibiat","Samuel","1","La militarisation des commissaires des guerres à la fin de l’Ancien_Régime (1767-1791). Étude prosopographique, institutionnelle et sociale","1767","1791","199616_gibiat","","","",""
"199617","1996","giustiniani","Giustiniani","François","1","De la coexistence à l’exil, les fugitifs protestants béarnais à la révocation de l’Édit de Nantes : l’exemple des colloques de Nay et de Pau","1685","1685","199617_giustiniani","","","",""
"199618","1996","gudayoli","Gudayoli Torello","Anna","2","Romania  multilingue : l’utilisation poétique du bilinguisme dans l’espace roman au Moyen_Âge","500","1499","199618_gudayoli","","","",""
"199619","1996","janin","Janin","Françoise","2","Georges d’Amboise, archévêque de Rouen et légat <i>a_latere</i> (1493-1510)","1493","1510","199619_janin","","","",""
"199620","1996","junges","Junges","Catherine","2","Les échevins de Paris au <abbr>xviii<sup>e</sup></abbr> siècle","1700","1799","199620_junges","","","",""
"199621","1996","laubier","Laubier-De Lagarde, De","Marie","2","Les Capucins à Paris au <abbr>xviii<sup>e</sup></abbr> siècle","1700","1799","199621_laubier","","","",""
"199622","1996","lebris","Le Bris-Castandet","Sabrina","2","La communauté des relieurs et doreurs parisiens à la fin de l’Ancien_Régime (1776-1795)","1776","1795","199622_lebris","","","",""
"199623","1996","ledividich","Le Dividich","Aude","2","L’enseignement des mathématiques en France (1600-1670)","1600","1670","199623_ledividich","","","",""
"199624","1996","leboucq","Leboucq","Karine","2","François_d_O (v. 1551-1594) : vie et carrière politique d’un « mignon » sous Henri_III et Henri_IV","1551","1594","199624_leboucq","","","",""
"199625","1996","lepagea","Le Page","Annaïg","2","Victor_Hugo - Paul_Meurice : correspondance (1852-1855)","1852","1855","199625_lepagea","","","",""
"199626","1996","lepages","Lepage","Solenne","2","La direction des Finances extérieures de 1946 à 1953 : les années fondatrices, ou le magistère de Guillaume_Guindey","1946","1953","199626_lepages","","","",""
"199627","1996","marchal","Marchal","Valérie","2","Les affaires du dedans du royaume pendant la polysynodie (1715-1718)","1715","1718","199627_marchal","","","",""
"199628","1996","merle","Merle-Gelly","Marie-Caroline","2","Jean-Etienne-Bernard_de_Clugny, intendant de marine : Saint-Dominique (1760-1764) et Brest (1765-1770)","1760","1770","199628_merle","","","",""
"199629","1996","niclas","Niclas","Jean-Charles","1","La famille de Gondi-Retz au tournant des <abbr>xvi<sup>e</sup></abbr> et <abbr>xvii<sup>e</sup></abbr> siècles : l’héritage d’une famille ducale à l’époque de la réforme catholique","1550","1650","199629_niclas","","","",""
"199630","1996","perbost","Perbost-Castillo","Magali","2","Saint-Sever, une abbaye dans la cité","800","1900","199630_perbost","","","",""
"199631","1996","rousseau","Rousseau","Emmanuel","1","Les sceaux des cinq premières maisons de l’ordre de Citeaux (1098-1516)","1098","1516","199631_rousseau","","","",""
"199632","1996","sablonniere","Sablonniere","Marguerite","2","Le Conservatoire de musique de Paris pendant l’Entre-deux-guerres","1918","1939","199632_sablonniere","","","",""
"199633","1996","sanciaud","Sanciaud","Anne","2","Images de l’enfance : la représentation de l’enfant dans l’estampe française au <abbr>xviii<sup>e</sup></abbr> siècle","1700","1799","199633_sanciaud","","","",""
"199634","1996","selbach","Selbach","Vanessa","2","L’iconographie de la Bible au <abbr>xvii<sup>e</sup></abbr> siècle : l’illustration en taille-douce dans les bibles catholiques parues à Paris et à Lyon entre 1592 et 1700","1592","1700","199634_selbach","","","",""
"199635","1996","therese","Therese","Sandrine","2","Les dénominations du poil, de la chevelure et de la coiffure dans les chansons de geste (XI<sup>e</sup>-XIII<sup>e</sup> siècle)","1000","1299","199635_therese","","","",""
"199636","1996","vene","Vene","Magali","2","Gilles_Corrozet (1510-1568), libraire parisien, poète, historien : un esprit de la renaissance","1510","1568","199636_vene","","","",""
"199501","1995","bezut","Bezut","Karole","2","Recherches sur la renaissance du vitrail en France au <abbr>xix<sup>e</sup></abbr> siècle : l’atelier de peinture sur verre de la manufacture de Sèvres (1800-1854)","1800","1854","199501_bezut","","","",""
"199502","1995","blin","Blin","Claire","2","La municipalité de Canton de Poitiers sous le Directoire (4 Brumaire an IV-28 Germinal an VIII)","1795","1800","199502_blin","","","",""
"199503","1995","bouquillard","Bouquillard","Jocelyn ","1","Le comte Auguste_de_Bastard (1792-1883), archéologue et imprimeur lithographe","1792","1883","199503_bouquillard","","","",""
"199504","1995","bouye","Bouye","Édouard","1","Héraldique médiévale des évêques et de cardinaux français : l’exemple de quarante-six diocèses de la France du Nord et du Centre","1000","1499","199504_bouye","","","",""
"199505","1995","buat","Buat","Nicolas","1","La France et les “différends palatins” : l’intervention de Louis_XIV dans la querelle du droit de Wildfang en Allemagne (1660-1674)","1660","1674","199505_buat","","","",""
"199506","1995","cras","Cras","Jérôme","1","Hugues_de_Lionne (1611-1671)","1611","1671","199506_cras","","","",""
"199507","1995","daubresse","Daubresse","Sylvie","2","Les rapports entre le Parlement de Paris et la monarchie (1563-1574)","1563","1574","199507_daubresse","","","",""
"199508","1995","desachy","Desachy-Delclos","Sylvie","2","Les capitaines en Rouergue à l’époque des guerres_de_Religion","1520","1598","199508_desachy","","","",""
"199509","1995","desire","Désiré, dit Gosset","Gilles","1","Le chapitre cathédral de Coutances aux <abbr>xv<sup>e</sup></abbr> et <abbr>xvi<sup>e</sup></abbr> siècles","1400","1599","199509_desire","","","",""
"199510","1995","dolle","Dolle","Catherine","2","Les écoles académiques de Valenciennes (1785-1914)","1785","1914","199510_dolle","","","",""
"199511","1995","emery","Emery","Armelle","2","Édition du <i>Vetus_Testamentum_versibus_latinis</i> par “Petrus episcopus”, une paraphrase en vers latins de l’Ancien_Testament","1200","1250","199511_emery","","","",""
"199512","1995","fieschi","Fieschi","Caroline","2","Photographie et botanique en France de 1839 à 1914","1839","1914","199512_fieschi","","","",""
"199513","1995","formont","Formont","Isabelle","2","La fin d’un duché-pairie : Sully-sur-Loire et les Béthune (1761-1807)","1761","1807","199513_formont","","","",""
"199514","1995","foucher","Foucher","Jean-Pascal","1","Genèse d’un espace royal : le Bois_de_Vincennes du <abbr>ix<sup>e</sup></abbr> au début du <abbr>xv<sup>e</sup></abbr> siècle","800","1499","199514_foucher","","","",""
"199515","1995","garcia","Garcia","Joëlle","2","Les représentations gravées du cardinal Mazarin au <abbr>xvii<sup>e</sup></abbr> siècle","1600","1699","199515_garcia","","","",""
"199516","1995","gascard","Gascard","Carole","2","L’enseignement du latin en France au <abbr>xvii<sup>e</sup></abbr> siècle, à travers les textes théoriques et les grammaires","1600","1699","199516_gascard","","","",""
"199517","1995","goudail","Goudail","Agnès","2","Art savoir et pouvoir : l’Académie des beaux-arts sous le Premier_Empire. Présentation et édition critique des procès verbaux (1811-1815)","1811","1815","199517_goudail","","","",""
"199518","1995","grand","Grand","Lucile","2","Maximien_Parchappe_de_Vinay (1800-1866), inspecteur général des asiles d’aliénés et du service sanitaire des prisons","1800","1866","199518_grand","","","",""
"199519","1995","heriche","Hériché","Sandrine","2","<i>Les_faictz_et_conquestes_d_Alexandre_le_Grand</i> de Jehan_Wauquelin (XV<sup>e</sup> siècle). Édition partielle et commentaire","1400","1499","199519_heriche","","","",""
"199520","1995","illiano","Illiano","Marie-Odile","2","Genèse d’une institution coloniale : les communes mixtes en Algérie (1868-1881)","1868","1881","199520_illiano","","","",""
"199521","1995","james","James","Ariane","2","Hyacinthe_Rigaud (1659-1743) ou le miroir de Clio","1659","1743","199521_james","","","",""
"199522","1995","jestaz","Jestaz","Juliette","2","Bernard_de_Montfaucon, mauriste et antiquaire : la tentative de l’Antiquité expliquée (1719-1725)","1719","1725","199522_jestaz","","","",""
"199523","1995","jezierski","Jezierski-Cartigny","Joëlle","2","La Porte de Paris, du <abbr>xiii<sup>e</sup></abbr> au <abbr>xvi<sup>e</sup></abbr> siècle. Étude topographique parisienne","1200","1599","199523_jezierski","","","",""
"199524","1995","lemaire","Lemaire","Alice","2","Le livre de plantes en France au <abbr>xvii<sup>e</sup></abbr> siècle (1593-1708)","1593","1708","199524_lemaire","","","",""
"199525","1995","lheureux","Lheureux-Icard","Rosine","2","Les parfumeurs entre 1860 et 1910 d’après les marques, dessins et modèles déposés à Paris","1860","1910","199525_lheureux","","","",""
"199526","1995","murat","Murat","David","1","Paul-Etienne_Devilliers_du_Terrage, directeur général de la police en Hollande d’après sa correspondance (1811-1914) avec le ministère de la Police générale","1811","1914","199526_murat","","","",""
"199527","1995","pedretti","Pedretti","Benoît-Joseph","1","L’édification d’un État de marine, ou la révolution des Colbert : les administrateurs de la marine marchande et militaire (1661-1690)","1661","1690","199527_pedretti","","","",""
"199528","1995","picaud","Picaud","Carine","2","La première Action catholique dans le diocèse de Vannes sous l’episcopat de Mgr_Guraud (1906-1928)","1906","1928","199528_picaud","","","",""
"199529","1995","piffault","Piffault","Olivier","1","“Les superbes et les humbles” entre la charité et le crédit populaire : le Mont-de-Piété de Paris (1777-1918)","1777","1918","199529_piffault","","","",""
"199530","1995","roelly","Roelly","Aude","2","Le Comité_des_fortifications de 1791 à 1800","1791","1800","199530_roelly","","","",""
"199531","1995","rostaing","Rostaing","Aurélia","2","André_Le_Nôtre et les jardins français du <abbr>xvii<sup>e</sup></abbr> siècle","1600","1699","199531_rostaing","","","",""
"199532","1995","sarazin","Sarazin","Jean-Yves","1","Clercs jurés, tabellions et notaires royaux à Châlons-sur-Marne au <abbr>xvi<sup>e</sup></abbr> siècle, de la tonsure aux écritures","1500","1599","199532_sarazin","","","",""
"199533","1995","thomine","Thomine","Alice","2","Joseph-Auguste-Emile_Vaudrener (1829-1914) : un architecte officiel au <abbr>xix<sup>e</sup></abbr> siècle","1829","1914","199533_thomine","","","",""
"199534","1995","urfels","Urfels","Anne-Élisabeth","2","Le sanctoral du lectionnaire de l’office dominicain (1254-1256)","1254","1256","199534_urfels","","","",""
"199535","1995","villela","Villela-Petit","Inès","2","La peinture médiévale vers 1400, autour d’un manuscrit de Jean_Lebègue. Édition des <i>Libri_colorum</i>","1390","1410","199535_villela","","","",""
"199536","1995","walravens","Walravens","Christelle","2","L’officialité épiscopale de Troyes à la fin du Moyen_Âge (1390-1500)","1390","1499","199536_walravens","","","",""
"199401","1994","bellon","Bellon","Cécile","2","La coseigneurie de Caderousse au Moyen_Âge","500","1499","199401_bellon","","","",""
"199402","1994","berstein","Berstein","Aline","2","L’abbaye de Chaalis. Édition et présentation du chartrier (1136-1204)","1136","1204","199402_berstein","","","",""
"199403","1994","beyeler","Beyeler","Christophe","1","Aspects de la mission de Lagarde, directeur général de la police de Toscane (octobre 1811-fevrier 1814)","1811","1814","199403_beyeler","","","",""
"199404","1994","bubenicek","Bubenicek","Michelle","2","Le pouvoir au féminin. Une princesse en politique et son entourage : Yolande_de_Flandre, comtesse de Bar et dame de Cassel (1326-1395)","1326","1395","199404_bubenicek","","","",""
"199405","1994","chablat","Chablat","Agnès","2","Une famille de financiers au <abbr>xvii<sup>e</sup></abbr> siècle : les Ardier, seigneurs de Beauregard","1600","1699","199405_chablat","","","",""
"199406","1994","delaforge","Delaforge-Marchand","Sandrine","2","Édition  du chartrier de l’abbaye de Saint-Antoine-des-Champs (1191-1256)","1191","1256","199406_delaforge","","","",""
